NAME,STATE,POPULATION,COUNTY,NAICS_DESC,LEVEL_,TOT_ENROLL,LATITUDE,LONGITUDE
BALL STATE UNIVERSITY,IN,24070,DELAWARE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,20655,40.199969944, -85.408777461
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MA,24098,MIDDLESEX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,11319,42.360095344, -71.092114581
NORTHERN ILLINOIS UNIVERSITY,IL,24132,DEKALB,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,20611,41.933790925, -88.766064704
DE ANZA COLLEGE,CA,24165,SANTA CLARA,JUNIOR COLLEGES,2,23104,37.319175854, -122.0453645
UNIVERSITY OF TOLEDO,OH,24182,LUCAS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,20626,41.657246401, -83.615935515
ILLINOIS STATE UNIVERSITY,IL,24197,MCLEAN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,20615,40.509723608, -88.992339504
MESA COMMUNITY COLLEGE,AZ,24212,MARICOPA,JUNIOR COLLEGES,2,22711,33.389542075, -111.872087174
SACRAMENTO CITY COLLEGE,CA,24386,SACRAMENTO,JUNIOR COLLEGES,2,23317,38.542011491, -121.490103833
UNIVERSITY OF MEMPHIS,TN,24389,SHELBY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,21059,35.12207587, -89.937882814
SAINT LOUIS COMMUNITY COLLEGE,MO,24470,ST. LOUIS,JUNIOR COLLEGES,2,21218,38.629471524, -90.276064254
UNIVERSITY OF HAWAII AT MANOA,HI,24476,HONOLULU,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,19507,21.297323824, -157.816201992
JAMES MADISON UNIVERSITY,VA,24600,HARRISONBURG,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,20855,38.43533185, -78.87166267
MISSOURI STATE UNIVERSITY-SPRINGFIELD,MO,24675,GREENE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,21816,37.197983241, -93.276821301
SANTA ROSA JUNIOR COLLEGE,CA,24904,SONOMA,JUNIOR COLLEGES,2,23144,38.454159567, -122.720688635
EASTERN MICHIGAN UNIVERSITY,MI,24928,WASHTENAW,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,22401,42.250277, -83.625156
NASSAU COMMUNITY COLLEGE,NY,24962,NASSAU,JUNIOR COLLEGES,2,22374,40.730474644, -73.590735447
MACOMB COMMUNITY COLLEGE,MI,24968,MACOMB,JUNIOR COLLEGES,2,22914,42.624734342, -82.958161
BOISE STATE UNIVERSITY,ID,24980,ADA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,22227,43.604403169, -116.205788934
MISSISSIPPI STATE UNIVERSITY,MS,25086,OKTIBBEHA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,20138,33.451697, -88.790826
SAN DIEGO MESA COLLEGE,CA,25171,SAN DIEGO,JUNIOR COLLEGES,2,24159,32.804804671, -117.169022544
DES MOINES AREA COMMUNITY COLLEGE,IA,25206,POLK,JUNIOR COLLEGES,2,23526,41.707348, -93.611597
MIDDLE TENNESSEE STATE UNIVERSITY,TN,25287,RUTHERFORD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,22729,35.848111419, -86.367271207
UNIVERSITY OF CALIFORNIA-RIVERSIDE,CA,25327,RIVERSIDE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,21498,33.974547502, -117.328766128
CALIFORNIA STATE UNIVERSITY-FRESNO,CA,25427,FRESNO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,23179,36.814477367, -119.748257949
TOWSON UNIVERSITY,MD,25543,BALTIMORE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,22285,39.393007902, -76.612267557
EL CAMINO COMMUNITY COLLEGE DISTRICT,CA,25590,LOS ANGELES,JUNIOR COLLEGES,2,24207,33.886128517, -118.327665204
THE COMMUNITY COLLEGE OF BALTIMORE COUNTY,MD,25710,BALTIMORE,JUNIOR COLLEGES,2,22887,39.352647214, -76.48210959
UNIVERSITY OF PHOENIX-CALIFORNIA,CA,25798,ORANGE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,23257,33.685633515, -117.884881526
CITY COLLEGE OF SAN FRANCISCO,CA,25852,SAN FRANCISCO,JUNIOR COLLEGES,2,23610,37.725953207, -122.451155088
OAKLAND COMMUNITY COLLEGE,MI,25887,OAKLAND,JUNIOR COLLEGES,2,24031,42.620537828, -83.43038849
THE UNIVERSITY OF TEXAS AT EL PASO,TX,25915,EL PASO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,23079,31.77169722, -106.503559704
LONG BEACH CITY COLLEGE,CA,25973,LOS ANGELES,JUNIOR COLLEGES,2,24403,33.831741347, -118.135819317
CALIFORNIA STATE POLYTECHNIC UNIVERSITY-POMONA,CA,26182,LOS ANGELES,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,23966,34.054273166, -117.819018981
FULLERTON COLLEGE,CA,26312,ORANGE,JUNIOR COLLEGES,2,25051,33.876829477, -117.916807142
EMORY UNIVERSITY,GA,26414,DEKALB,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,14769,33.798836, -84.325782
UNIVERSITY OF CHICAGO,IL,26471,COOK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,15097,41.790145579, -87.600922362
PALOMAR COLLEGE,CA,26535,SAN DIEGO,JUNIOR COLLEGES,2,24914,33.150189575, -117.181718
CALIFORNIA STATE UNIVERSITY-LOS ANGELES,CA,26724,LOS ANGELES,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,24488,34.066926866, -118.168965353
CLEMSON UNIVERSITY,SC,26757,PICKENS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,21857,34.677329, -82.834463
SYRACUSE UNIVERSITY,NY,26780,ONONDAGA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,21492,43.039891, -76.13267
THE UNIVERSITY OF TEXAS AT DALLAS,TX,26826,COLLIN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,23095,32.98949394, -96.748714003
COLUMBUS STATE COMMUNITY COLLEGE,OH,26913,FRANKLIN,JUNIOR COLLEGES,2,24448,39.969976349, -82.98765394
UNIVERSITY OF DELAWARE,DE,26948,NEW CASTLE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,22680,39.678028, -75.752833
CUNY HUNTER COLLEGE,NY,27060,NEW YORK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,23112,40.768668744, -73.96479536
WESTERN MICHIGAN UNIVERSITY,MI,27227,KALAMAZOO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,23914,42.280799314, -85.613482438
YALE UNIVERSITY,CT,27235,NEW HAVEN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,12336,41.312308256, -72.922511138
UNIVERSITY OF AKRON MAIN CAMPUS,OH,27469,SUMMIT,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,23962,41.077768, -81.510328
UNIVERSITY OF MIAMI,FL,27505,MIAMI-DADE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,16674,25.720406, -80.27645
DEPAUL UNIVERSITY,IL,27595,COOK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,23799,41.923331828, -87.654115723
UNIVERSITY OF CALIFORNIA-SANTA BARBARA,CA,27819,SANTA BARBARA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,23051,34.412344, -119.851493
WEBER STATE UNIVERSITY,UT,27841,WEBER,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,25954,41.192580387, -111.944839646
UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,27909,JEFFERSON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,18698,33.50223, -86.80917
WASHINGTON UNIVERSITY IN ST LOUIS,MO,28029,ST. LOUIS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,14348,38.648124992, -90.311638907
FLORIDA STATE COLLEGE AT JACKSONVILLE,FL,28112,DUVAL,JUNIOR COLLEGES,1,25514,30.334918071, -81.659901436
GRAND VALLEY STATE UNIVERSITY,MI,28137,OTTAWA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,25094,42.965208072, -85.887518587
OLD DOMINION UNIVERSITY,VA,28221,NORFOLK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,24932,36.884919123, -76.309652591
PASADENA CITY COLLEGE,CA,28240,LOS ANGELES,JUNIOR COLLEGES,2,26611,34.144552318, -118.118196247
UNIVERSITY OF LOUISVILLE,KY,28423,JEFFERSON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,21561,38.215751731, -85.760627596
MONTGOMERY COLLEGE,MD,28647,MONTGOMERY,JUNIOR COLLEGES,2,25517,39.186899867, -77.247883583
KENNESAW STATE UNIVERSITY,GA,28765,COBB,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,25714,34.036289733, -84.580829675
CENTRAL NEW MEXICO COMMUNITY COLLEGE,NM,28877,BERNALILLO,JUNIOR COLLEGES,2,26771,35.07599, -106.624957
DEVRY UNIVERSITY-ILLINOIS,IL,28902,COOK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,24220,41.94217913, -87.691460543
NOVA SOUTHEASTERN UNIVERSITY,FL,28959,BROWARD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,24148,26.079336561, -80.242480099
UNIVERSITY OF OREGON,OR,29168,LANE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,24096,44.044515, -123.07398
SUFFOLK COUNTY COMMUNITY COLLEGE,NY,29401,SUFFOLK,JUNIOR COLLEGES,2,26600,40.848962991, -73.056165407
CUNY BOROUGH OF MANHATTAN COMMUNITY COLLEGE,NY,29450,NEW YORK,JUNIOR COLLEGES,2,26606,40.718789602, -74.011826219
STONY BROOK UNIVERSITY,NY,29643,SUFFOLK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,24607,40.91554, -73.12112
CENTRAL MICHIGAN UNIVERSITY,MI,29851,ISABELLA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,26879,43.586742, -84.774813
KANSAS STATE UNIVERSITY,KS,29947,RILEY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,24766,39.188616, -96.581077
HILLSBOROUGH COMMUNITY COLLEGE,FL,29971,HILLSBOROUGH,JUNIOR COLLEGES,2,27298,27.969540221, -82.32884391
PIMA COMMUNITY COLLEGE,AZ,30353,PIMA,JUNIOR COLLEGES,2,28070,32.226817691, -110.985222466
COLLIN COUNTY COMMUNITY COLLEGE DISTRICT,TX,30373,COLLIN,JUNIOR COLLEGES,2,27991,33.050664132, -96.677141476
AMERICAN RIVER COLLEGE,CA,30475,SACRAMENTO,JUNIOR COLLEGES,2,29133,38.6497342, -121.346012
TIDEWATER COMMUNITY COLLEGE,VA,30509,NORFOLK,JUNIOR COLLEGES,2,27646,36.850529897, -76.290601884
GEORGIA INSTITUTE OF TECHNOLOGY-MAIN CAMPUS,GA,30603,FULTON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,23109,33.773731834, -84.396019192
SAN JACINTO COMMUNITY COLLEGE,TX,30702,HARRIS,JUNIOR COLLEGES,2,27911,29.660334809, -95.115940942
MT SAN ANTONIO COLLEGE,CA,30798,LOS ANGELES,JUNIOR COLLEGES,2,29045,34.046193927, -117.845557974
SANTA ANA COLLEGE,CA,30805,ORANGE,JUNIOR COLLEGES,2,29590,33.759202741, -117.888384196
CUYAHOGA COMMUNITY COLLEGE DISTRICT,OH,30867,CUYAHOGA,JUNIOR COLLEGES,2,27084,41.493980659, -81.669639617
UTAH STATE UNIVERSITY,UT,30891,CACHE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,27662,41.740748, -111.81391
UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE,NC,30898,MECKLENBURG,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,27238,35.306834105, -80.735790168
PORTLAND STATE UNIVERSITY,OR,30906,MULTNOMAH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,27696,45.511697724, -122.684197234
NORTHWESTERN UNIVERSITY,IL,30986,COOK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,21554,42.058377171, -87.673652841
PALM BEACH STATE COLLEGE,FL,31042,PALM BEACH,JUNIOR COLLEGES,1,28517,26.613213752, -80.08710436
UNIVERSITY OF NEBRASKA-LINCOLN,NE,31055,LANCASTER,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,25006,40.821786928, -96.70066318
EL PASO COMMUNITY COLLEGE,TX,31062,EL PASO,JUNIOR COLLEGES,2,28308,31.751612881, -106.369240186
UNIVERSITY OF ARKANSAS,AR,31319,WASHINGTON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,26237,36.065641709, -94.177852322
NORTHERN ARIZONA UNIVERSITY,AZ,31407,COCONINO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,27705,35.188875211, -111.655559074
UNIVERSITY OF WISCONSIN-MILWAUKEE,WI,31455,MILWAUKEE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,27596,43.076847623, -87.880488011
OKLAHOMA STATE UNIVERSITY-MAIN CAMPUS,OK,31815,PAYNE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,25962,36.123084979, -97.069743103
COLLEGE OF DUPAGE,IL,31826,DUPAGE,JUNIOR COLLEGES,2,29476,41.841576851, -88.071634788
AUBURN UNIVERSITY,AL,31989,LEE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,25912,32.600201, -85.492409
STANFORD UNIVERSITY,CA,32012,SANTA CLARA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,16963,37.432973802, -122.175045063
SANTA MONICA COLLEGE,CA,32062,LOS ANGELES,JUNIOR COLLEGES,2,30158,34.017020714, -118.471205026
CALIFORNIA STATE UNIVERSITY-SACRAMENTO,CA,32094,SACRAMENTO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,29349,38.559900588, -121.422415988
CORNELL UNIVERSITY,NY,32175,TOMPKINS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,21679,42.448713, -76.476535
DREXEL UNIVERSITY,PA,32316,PHILADELPHIA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,26359,39.954855009, -75.188744737
UNIVERSITY OF VIRGINIA-MAIN CAMPUS,VA,32376,CHARLOTTESVILLE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,23732,38.033977, -78.511845
UNIVERSITY OF NEVADA-LAS VEGAS,NV,32427,CLARK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,28515,36.106994059, -115.141152548
SOUTH TEXAS COLLEGE,TX,32434,HIDALGO,JUNIOR COLLEGES,1,30180,26.217590835, -98.253634454
UNIVERSITY OF COLORADO DENVER,CO,32631,DENVER,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,22791,39.745214109, -104.839344596
SAN FRANCISCO STATE UNIVERSITY,CA,32660,SAN FRANCISCO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,29465,37.721345016, -122.477904811
THE UNIVERSITY OF TEXAS AT SAN ANTONIO,TX,32815,BEXAR,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,28628,29.582417895, -98.62138639
DUKE UNIVERSITY,NC,33083,DURHAM,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,15856,36.002343506, -78.938597271
UNIVERSITY OF OKLAHOMA-NORMAN CAMPUS,OK,33115,CLEVELAND,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,27261,35.208069025, -97.445692352
EAST CAROLINA UNIVERSITY,NC,33379,PITT,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,27511,35.606347, -77.366199
OHIO UNIVERSITY-MAIN CAMPUS,OH,33463,ATHENS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,29217,39.323839, -82.103503
SALT LAKE COMMUNITY COLLEGE,UT,33469,SALT LAKE,JUNIOR COLLEGES,2,30248,40.671574891, -111.942809423
FLORIDA ATLANTIC UNIVERSITY,FL,33663,PALM BEACH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,30297,26.372421381, -80.102978466
KENT STATE UNIVERSITY AT KENT,OH,33745,PORTAGE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,29477,41.151603, -81.337128
PORTLAND COMMUNITY COLLEGE,OR,34111,MULTNOMAH,JUNIOR COLLEGES,2,30929,45.438382417, -122.732022546
UNIVERSITY OF MASSACHUSETTS-AMHERST,MA,34361,HAMPSHIRE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,28635,42.388647, -72.529312
WAYNE STATE UNIVERSITY,MI,34375,WAYNE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,27578,42.35861, -83.072864
OREGON STATE UNIVERSITY,OR,34818,BENTON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,28886,44.563109, -123.278711
UNIVERSITY OF MISSISSIPPI,MS,34863,LAFAYETTE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,22503,34.363438427, -89.53716886
UTAH VALLEY UNIVERSITY,UT,34875,UTAH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,31332,40.278511701, -111.717057774
WASHINGTON STATE UNIVERSITY,WA,35161,WHITMAN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,28686,46.730448, -117.158168
UNIVERSITY AT BUFFALO,NY,35365,ERIE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,29995,42.955291957, -78.819555486
BRIGHAM YOUNG UNIVERSITY-PROVO,UT,35435,UTAH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,30484,40.250851, -111.649281
WEST VIRGINIA UNIVERSITY,WV,35647,MONONGALIA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,29175,39.63468, -79.953926
UNIVERSITY OF KANSAS,KS,35736,DOUGLAS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,27180,38.956474, -95.258651
SAN JOSE STATE UNIVERSITY,CA,35813,SANTA CLARA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,32713,37.337508694, -121.88045846
ST PETERSBURG COLLEGE,FL,36047,PINELLAS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,32681,27.965542702, -82.736820818
UNIVERSITY OF CONNECTICUT,CT,36258,TOLLAND,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,26541,41.807658, -72.256961
UNIVERSITY OF NEW MEXICO-MAIN CAMPUS,NM,36421,BERNALILLO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,27844,35.083868, -106.620155
SAN DIEGO STATE UNIVERSITY,CA,36716,SAN DIEGO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,33483,32.7752498, -117.071227857
VANDERBILT UNIVERSITY,TN,37172,DAVIDSON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,12686,36.144429824, -86.804874645
EAST LOS ANGELES COLLEGE,CA,37272,LOS ANGELES,JUNIOR COLLEGES,2,36012,34.040247204, -118.148112741
GEORGIA STATE UNIVERSITY,GA,37536,FULTON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,32556,33.752699537, -84.386669795
LOUISIANA STATE UNIVERSITY AND AGRICULTURAL & MECHANICAL COL,LA,37654,EAST BATON ROUGE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,31044,30.412739154, -91.180727473
UNIVERSITY OF CALIFORNIA-IRVINE,CA,37716,ORANGE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,30051,33.643163, -117.837785
VIRGINIA COMMONWEALTH UNIVERSITY,VA,37861,RICHMOND,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,30848,37.547630804, -77.453597164
CAPELLA UNIVERSITY,MN,37903,HENNEPIN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,35061,44.976185978, -93.268713508
COLLEGE OF SOUTHERN NEVADA,NV,38119,CLARK,JUNIOR COLLEGES,1,35943,36.158442743, -115.233784087
GEORGE MASON UNIVERSITY,VA,38887,FAIRFAX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,33729,38.830880288, -77.307939513
BRIGHAM YOUNG UNIVERSITY-IDAHO,ID,38945,MADISON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,36624,43.815383774, -111.784728152
INDIANA UNIVERSITY-PURDUE UNIVERSITY-INDIANAPOLIS,IN,38979,MARION,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,30690,39.772947511, -86.172217187
VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIVERSITY,VA,39143,MONTGOMERY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,31224,37.229906401, -80.419987833
JOHNS HOPKINS UNIVERSITY,MD,39645,BALTIMORE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,21372,39.329807607, -76.620722725
TEXAS TECH UNIVERSITY,TX,39907,LUBBOCK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,35158,33.580451227, -101.877128855
COLORADO STATE UNIVERSITY-FORT COLLINS,CO,40021,LARIMER,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,31354,40.574801872, -105.08083521
UNIVERSITY OF ILLINOIS AT CHICAGO,IL,40108,COOK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,27969,41.871837224, -87.650502546
UNIVERSITY OF IOWA,IA,40165,JOHNSON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,29970,41.660695178, -91.535697997
IOWA STATE UNIVERSITY,IA,40215,STORY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,34435,42.025303, -93.65024
UNIVERSITY OF COLORADO BOULDER,CO,40346,BOULDER,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,32432,40.004415065, -105.267061271
UNIVERSITY OF NORTH TEXAS,TX,40392,DENTON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,36486,33.210958, -97.151211
CALIFORNIA STATE UNIVERSITY-LONG BEACH,CA,40451,LOS ANGELES,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,36809,33.782818173, -118.112039928
UNIVERSITY OF KENTUCKY,KY,40486,FAYETTE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,29203,38.028761, -84.502517
TEXAS STATE UNIVERSITY,TX,40564,HAYS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,36739,29.888076683, -97.939154554
UNIVERSITY OF PITTSBURGH-PITTSBURGH CAMPUS,PA,40803,ALLEGHENY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,28617,40.442598611, -79.954104784
UNIVERSITY OF SOUTH CAROLINA-COLUMBIA,SC,40990,RICHLAND,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,32971,33.996677, -81.026916
CALIFORNIA STATE UNIVERSITY-FULLERTON,CA,41659,ORANGE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,38128,33.883260525, -117.885658556
UNIVERSITY OF CINCINNATI-MAIN CAMPUS,OH,41990,HAMILTON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,35313,39.131158542, -84.514280196
BOSTON UNIVERSITY,MA,42090,SUFFOLK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,32112,42.349581, -71.09984
UNIVERSITY OF PENNSYLVANIA,PA,42140,PHILADELPHIA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,24806,39.951001933, -75.193617878
UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,NC,42194,ORANGE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,29135,35.912165317, -79.050969417
THE UNIVERSITY OF ALABAMA,AL,42473,TUSCALOOSA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,36047,33.214399658, -87.545766467
UNIVERSITY OF UTAH,UT,42481,SALT LAKE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,31515,40.762483514, -111.84604402
NORTH CAROLINA STATE UNIVERSITY AT RALEIGH,NC,42933,WAKE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,33989,35.785110613, -78.674517164
EXCELSIOR COLLEGE,NY,43044,ALBANY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,41527,42.704887091, -73.862204009
CALIFORNIA STATE UNIVERSITY-NORTHRIDGE,CA,43761,LOS ANGELES,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,40131,34.240040903, -118.529285892
THE UNIVERSITY OF TENNESSEE-KNOXVILLE,TN,43914,KNOX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,30386,35.955092998, -83.929696013
UNIVERSITY OF CALIFORNIA-SAN DIEGO,CA,43946,SAN DIEGO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,30709,32.876597655, -117.237793479
AUSTIN COMMUNITY COLLEGE DISTRICT,TX,44241,TRAVIS,JUNIOR COLLEGES,2,40949,30.333507608, -97.681719901
THE UNIVERSITY OF TEXAS AT ARLINGTON,TX,44804,TARRANT,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,39740,32.729193669, -97.115172661
UNIVERSITY OF GEORGIA,GA,45305,CLARKE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,35197,33.937727, -83.37143
COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,NY,45516,NEW YORK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,27589,40.80828575, -73.961885108
